data,concurso,dezena_1,dezena_2,dezena_3,dezena_4,dezena_5,dezena_6,dezena_7,dezena_8,dezena_9,dezena_10,dezena_11,dezena_12,dezena_13,dezena_14,dezena_15
2008-09-04,355,2,4,6,7,8,9,10,11,12,13,15,18,19,23,25
2008-09-08,356,2,4,5,9,10,11,13,14,15,16,19,20,22,24,25
2008-09-11,357,1,2,5,6,8,9,10,11,13,14,17,19,21,23,25
2008-09-15,358,2,4,6,9,10,11,12,14,15,16,17,18,23,24,25
2008-09-18,359,4,7,8,10,11,12,13,16,17,18,19,21,22,24,25
2008-09-22,360,1,2,3,4,5,7,8,9,11,17,18,19,20,23,24
2008-09-25,361,1,4,7,9,10,12,13,14,15,16,17,19,20,23,24
2008-09-29,362,1,2,3,4,5,6,7,10,12,13,17,18,22,23,24
2008-10-02,363,2,3,4,6,8,9,11,13,15,16,17,20,21,22,23
2008-10-06,364,2,3,4,6,7,9,11,12,13,15,19,20,21,22,24
2008-10-09,365,3,4,5,8,10,11,12,15,16,18,19,20,23,24,25
2008-10-13,366,3,5,6,8,9,11,13,15,17,18,20,21,22,23,25
2008-10-16,367,1,2,4,7,8,9,12,13,15,17,18,20,21,22,24
2008-10-20,368,2,3,4,5,6,11,13,14,15,17,19,20,21,22,24
2008-10-23,369,1,3,5,6,7,9,11,12,14,15,20,21,22,23,24
2008-10-27,370,3,4,6,7,8,9,10,11,12,14,16,17,19,23,25
2008-10-30,371,1,2,3,5,6,7,8,9,10,13,14,15,16,22,25
2008-11-03,372,3,4,5,6,10,12,13,14,16,17,19,22,23,24,25
2008-11-06,373,2,4,6,9,11,12,13,14,15,17,19,20,21,22,23
2008-11-10,374,1,2,3,6,9,12,13,16,18,20,21,22,23,24,25
2008-11-13,375,1,2,5,7,10,11,12,13,14,16,17,18,19,20,25
2008-11-17,376,2,3,8,10,12,13,14,15,16,18,20,21,22,24,25
2008-11-20,377,1,2,3,4,7,8,9,11,12,13,15,17,19,20,22
2008-11-24,378,2,3,4,6,12,13,14,15,16,19,21,22,23,24,25
2008-11-27,379,3,4,5,7,10,11,12,13,14,16,17,18,21,22,25
2008-12-01,380,2,3,4,6,7,8,9,10,11,14,17,18,22,23,25
2008-12-04,381,1,3,4,6,7,9,10,12,13,15,17,19,21,22,25
2008-12-08,382,2,3,4,7,8,9,10,11,12,14,15,16,21,22,24
2008-12-11,383,3,5,6,7,9,11,12,14,15,16,18,22,23,24,25
2008-12-15,384,1,3,4,7,10,11,13,15,17,18,19,20,21,22,25
2008-12-18,385,1,2,4,5,6,8,12,13,15,18,20,22,23,24,25
2008-12-22,386,1,2,3,4,6,7,9,11,15,18,19,20,21,23,25
2008-12-26,387,2,3,4,8,9,10,11,12,14,15,19,20,21,22,23
2008-12-29,388,1,2,3,5,6,7,9,10,11,15,16,17,18,20,21
2009-01-02,389,2,3,4,5,6,9,10,12,13,17,18,19,23,24,25
2009-01-05,390,2,5,7,10,11,12,13,14,15,19,20,21,22,24,25
2009-01-08,391,1,3,4,6,8,9,12,13,15,16,18,21,22,23,25
2009-01-12,392,1,2,3,4,10,11,12,14,15,17,18,20,21,23,25
2009-01-15,393,1,3,4,6,7,8,10,11,17,18,20,21,22,23,25
2009-01-19,394,2,5,6,7,8,12,13,14,16,18,20,21,22,23,24
2009-01-22,395,1,2,4,6,8,9,11,13,14,15,17,21,22,23,25
2009-01-26,396,1,2,3,5,6,7,9,10,11,13,15,18,20,22,24
2009-01-29,397,1,2,3,4,5,6,8,9,10,13,14,15,20,22,25
2009-02-02,398,2,3,4,5,7,8,9,10,12,13,16,18,20,21,22
2009-02-05,399,1,4,7,9,10,11,12,14,16,17,19,21,22,23,24
2009-02-09,400,1,5,9,10,12,14,15,16,17,19,20,21,22,23,24
2009-02-12,401,1,2,3,5,6,7,8,10,14,16,17,21,23,24,25
2009-02-16,402,1,2,4,6,7,8,9,11,16,20,21,22,23,24,25
2009-02-19,403,2,4,6,7,8,9,11,12,13,14,15,19,21,24,25
2009-02-26,404,1,5,6,8,10,11,13,14,16,18,20,21,22,24,25
2009-03-02,405,4,5,6,7,8,11,12,13,14,16,18,19,22,24,25
2009-03-05,406,1,2,4,5,7,8,9,10,11,16,17,21,22,23,24
2009-03-09,407,2,4,6,7,8,9,11,12,14,15,16,17,20,22,25
2009-03-12,408,1,2,3,4,10,11,12,14,15,18,19,20,21,22,23
2009-03-16,409,1,2,4,6,7,8,10,14,16,17,20,21,23,24,25
2009-03-19,410,1,4,5,7,8,9,10,11,13,14,15,17,18,19,25
2009-03-23,411,1,5,7,9,11,12,14,16,17,18,20,21,22,24,25
2009-03-26,412,3,4,8,9,10,11,12,16,17,18,19,20,21,22,25
2009-03-30,413,2,3,5,6,8,9,10,12,13,14,16,17,20,21,25
2009-04-02,414,2,3,5,6,8,9,10,11,15,16,18,19,20,21,25
2009-04-06,415,1,3,7,10,11,13,14,15,17,18,19,20,21,22,23
2009-04-09,416,1,2,5,6,7,13,15,16,18,19,20,22,23,24,25
2009-04-15,417,1,2,3,8,9,11,12,13,14,15,16,17,19,21,23
2009-04-16,418,5,8,9,10,11,12,13,14,18,19,20,22,23,24,25
2009-04-20,419,3,4,5,6,7,14,15,16,17,18,20,21,22,23,24
2009-04-23,420,3,4,5,6,7,8,9,10,11,12,18,19,22,24,25
2009-04-27,421,3,4,5,8,9,10,12,13,14,15,16,19,20,23,25
2009-04-30,422,1,2,3,4,6,7,8,12,13,14,17,18,22,23,25
2009-05-04,423,1,2,3,5,11,13,15,16,17,18,20,22,23,24,25
2009-05-07,424,1,3,6,9,10,11,13,14,15,16,17,18,19,24,25
2009-05-11,425,1,7,9,10,11,12,13,15,16,18,19,20,22,23,24
2009-05-14,426,2,3,4,5,6,8,10,11,15,16,18,19,22,24,25
2009-05-18,427,1,3,4,5,6,7,9,10,11,12,16,19,21,22,24
2009-05-21,428,1,3,4,11,13,14,15,17,18,19,20,21,22,23,24
2009-05-25,429,2,3,4,5,6,7,8,12,13,14,16,17,19,23,25
2009-05-28,430,2,3,4,5,6,7,9,11,13,14,15,20,22,23,25
2009-06-01,431,1,2,3,5,9,11,12,13,15,18,20,21,22,23,24
2009-06-04,432,2,3,4,6,7,10,12,13,15,17,19,20,21,23,24
2009-06-08,433,1,2,3,5,7,8,9,14,15,19,21,22,23,24,25
2009-06-12,434,3,4,6,9,11,12,13,15,16,17,18,21,23,24,25
2009-06-15,435,1,3,4,5,10,11,13,14,15,16,17,18,21,24,25
2009-06-18,436,3,4,6,7,10,13,14,15,18,19,20,21,22,23,25
2009-06-22,437,1,2,4,5,6,8,10,11,12,16,17,19,20,21,23
2009-06-25,438,1,4,7,8,9,11,13,15,17,18,21,22,23,24,25
2009-06-29,439,2,3,5,9,10,11,12,14,15,17,19,21,23,24,25
2009-07-02,440,1,3,5,8,9,12,13,14,15,16,19,21,22,24,25
2009-07-06,441,1,2,3,4,7,8,9,10,11,13,14,20,23,24,25
2009-07-09,442,5,6,7,8,9,12,13,14,15,17,18,22,23,24,25
2009-07-13,443,1,2,3,5,7,10,11,12,16,17,18,19,21,22,23
2009-07-16,444,1,2,3,6,7,10,14,15,18,19,20,21,22,24,25
2009-07-20,445,1,2,4,7,9,10,11,12,13,15,16,18,19,20,21
2009-07-23,446,1,2,4,5,6,8,10,11,14,15,16,19,21,23,24
2009-07-27,447,1,2,5,8,10,12,16,17,18,19,20,21,22,24,25
2009-07-30,448,1,3,5,6,9,10,11,12,13,14,15,17,20,23,24
2009-08-03,449,1,2,3,4,8,9,10,11,16,17,18,19,22,24,25
2009-08-06,450,4,5,6,7,9,11,14,16,17,18,21,22,23,24,25
2009-08-10,451,1,3,5,6,8,9,14,15,17,18,19,22,23,24,25
2009-08-13,452,1,6,7,8,9,10,11,12,14,17,18,19,20,24,25
2009-08-17,453,1,2,3,4,6,9,11,14,15,17,19,20,21,24,25
2009-08-20,454,3,4,6,7,11,12,13,14,15,17,19,20,22,24,25
2009-08-24,455,1,3,4,5,6,7,8,11,12,14,18,19,21,23,25
2009-08-27,456,1,3,4,9,10,11,12,13,14,17,18,21,23,24,25
2009-08-31,457,1,4,5,11,13,14,15,16,18,19,20,21,22,23,25
2009-09-03,458,2,3,4,5,6,7,8,9,11,13,15,16,18,20,22
2009-09-08,459,1,2,3,4,7,10,11,12,14,15,17,19,20,21,23
2009-09-10,460,1,3,4,6,9,10,11,12,14,15,16,17,19,22,23
2009-09-14,461,3,4,5,6,7,8,11,12,13,14,15,17,19,23,24
2009-09-17,462,1,2,3,5,7,8,12,14,16,17,18,21,22,23,24
2009-09-21,463,2,3,6,7,9,11,13,14,17,18,19,20,22,23,25
2009-09-24,464,1,2,5,8,10,11,16,17,19,20,21,22,23,24,25
2009-09-28,465,1,2,3,4,6,7,9,10,11,13,18,19,21,22,25
2009-10-01,466,2,6,7,8,10,11,12,14,17,18,19,20,21,22,25
2009-10-05,467,2,4,5,6,7,10,13,14,15,17,18,21,22,24,25
2009-10-08,468,2,3,5,6,9,10,12,13,15,17,18,21,22,24,25
2009-10-13,469,1,2,5,6,7,8,10,11,13,14,18,19,22,23,25
2009-10-15,470,1,3,4,5,6,7,8,10,11,13,15,18,20,22,23
2009-10-19,471,2,3,4,6,9,10,11,12,13,14,15,16,20,24,25
2009-10-22,472,1,2,4,5,6,7,8,11,12,13,14,15,17,18,20
2009-10-27,473,1,2,5,6,7,8,9,11,12,15,17,19,22,23,25
2009-10-29,474,1,2,3,5,9,10,11,12,15,16,17,18,21,23,24
2009-11-03,475,2,3,4,5,6,9,10,11,13,14,17,20,21,23,25
2009-11-05,476,1,5,6,7,9,10,11,13,14,15,16,17,19,24,25
2009-11-09,477,2,4,6,7,8,10,11,12,14,16,18,20,23,24,25
2009-11-12,478,2,3,5,7,9,10,11,12,13,16,18,22,23,24,25
2009-11-16,479,2,3,5,8,11,13,14,15,16,18,19,22,23,24,25
2009-11-19,480,4,5,6,7,8,9,11,12,15,17,18,19,22,24,25
2009-11-23,481,1,3,5,7,9,10,12,13,14,15,17,20,21,22,24
2009-11-26,482,2,6,7,8,9,10,12,15,16,17,19,21,22,23,25
2009-11-30,483,1,4,5,6,7,9,11,12,14,17,18,21,22,23,24
2009-12-03,484,1,4,6,8,9,10,11,13,14,16,17,20,21,23,25
2009-12-07,485,2,3,4,5,6,7,11,16,17,18,20,21,22,24,25
2009-12-10,486,1,2,3,4,5,7,9,11,13,15,18,19,20,21,22
2009-12-14,487,4,5,6,7,8,9,10,14,15,17,18,19,21,22,24
2009-12-17,488,5,6,7,8,11,12,13,14,15,17,18,20,22,24,25
2009-12-21,489,1,2,5,7,10,11,12,14,17,18,19,21,22,23,25
2009-12-24,490,3,5,6,8,10,11,12,13,14,16,17,18,21,22,23
2009-12-28,491,1,2,3,7,9,11,12,13,16,20,21,22,23,24,25
2009-12-31,492,1,2,3,4,6,8,11,12,14,15,18,19,21,24,25
2010-01-04,493,1,4,5,7,8,10,12,13,14,15,17,18,21,22,25
2010-01-07,494,2,3,4,5,7,8,12,13,15,16,18,19,20,21,22
2010-01-11,495,1,3,4,6,7,8,9,11,13,15,17,19,22,24,25
2010-01-14,496,3,4,5,7,9,11,13,14,15,16,17,19,21,22,24
2010-01-18,497,1,2,3,4,5,8,9,11,12,14,16,17,19,23,25
2010-01-21,498,1,2,4,5,6,11,13,14,15,16,18,20,22,23,25
2010-01-25,499,1,2,3,4,7,10,11,12,15,17,19,20,21,24,25
2010-01-28,500,2,3,5,6,8,9,10,13,14,16,18,20,21,23,25
2010-02-01,501,1,2,3,4,6,9,12,15,17,18,19,21,23,24,25
2010-02-04,502,1,2,3,4,5,6,8,10,11,13,16,18,19,23,24
2010-02-08,503,1,2,3,4,5,7,11,12,14,15,17,20,21,24,25
2010-02-11,504,1,6,9,10,12,13,14,15,16,17,18,19,20,21,23
2010-02-13,505,3,4,6,7,9,11,15,16,17,18,19,20,21,22,24
2010-02-18,506,4,5,6,9,11,12,13,15,16,17,19,20,21,22,24
2010-02-22,507,1,2,3,5,6,8,9,10,11,12,20,21,23,24,25
2010-02-25,508,2,3,5,6,7,8,9,14,15,16,18,19,23,24,25
2010-03-01,509,1,3,5,6,9,11,12,15,16,17,19,20,22,24,25
2010-03-04,510,1,2,3,4,6,7,10,11,12,13,20,21,22,23,25
2010-03-08,511,1,2,5,7,10,11,12,13,14,17,18,19,21,24,25
2010-03-12,512,1,2,4,5,6,7,8,9,10,12,13,15,16,21,24
2010-03-15,513,1,2,3,6,9,10,11,13,15,17,18,20,22,23,25
2010-03-18,514,1,5,6,7,8,9,11,12,15,17,18,21,22,24,25
2010-03-22,515,2,3,5,7,9,10,11,12,13,14,17,18,20,24,25
2010-03-25,516,2,4,5,6,7,8,11,12,13,14,18,20,21,23,24
2010-03-29,517,1,3,4,5,6,7,8,9,11,12,13,17,21,22,23
2010-04-01,518,4,5,6,7,10,11,12,13,14,16,17,19,20,22,24
2010-04-05,519,2,3,7,9,11,12,13,15,16,17,19,21,23,24,25
2010-04-08,520,2,4,5,6,9,10,12,14,15,18,19,20,22,23,24
2010-04-12,521,1,2,3,4,5,6,9,10,11,12,13,17,19,20,23
2010-04-15,522,2,4,6,7,9,11,16,17,18,19,21,22,23,24,25
2010-04-19,523,2,4,5,8,9,10,11,12,13,16,17,18,19,24,25
2010-04-22,524,2,3,5,6,7,10,11,12,14,17,20,21,22,23,24
2010-04-26,525,3,4,6,9,10,11,13,15,16,17,18,20,21,22,25
2010-04-29,526,1,2,4,7,8,9,10,11,12,14,15,16,19,24,25
2010-05-03,527,1,2,5,6,9,11,12,14,15,16,17,19,22,23,24
2010-05-06,528,2,3,4,6,7,8,10,11,12,15,19,21,23,24,25
2010-05-10,529,2,3,5,6,7,11,12,16,17,18,19,20,22,23,25
2010-05-13,530,3,4,6,7,8,9,10,11,12,14,16,18,21,22,23
2010-05-17,531,1,2,3,7,10,12,13,14,15,16,17,21,22,23,25
2010-05-20,532,1,2,4,5,6,7,9,11,12,13,15,16,19,22,24
2010-05-24,533,1,2,3,8,9,10,11,13,14,16,17,18,20,24,25
2010-05-27,534,1,2,3,5,7,8,11,12,13,15,18,19,21,22,24
2010-05-31,535,1,4,5,6,9,11,13,15,16,17,19,21,23,24,25
2010-06-04,536,3,4,5,7,9,11,15,16,17,19,20,22,23,24,25
2010-06-07,537,1,2,4,6,9,10,11,14,15,17,18,20,22,23,24
2010-06-10,538,2,5,6,10,11,12,13,16,17,18,19,20,21,24,25
2010-06-14,539,1,2,4,5,6,8,9,12,13,14,15,16,19,21,23
2010-06-17,540,2,6,7,8,9,11,12,13,15,16,18,19,20,22,24
2010-06-21,541,3,4,5,6,9,10,13,14,15,17,19,20,22,24,25
2010-06-24,542,1,2,3,4,5,8,9,10,13,16,17,18,20,22,24
2010-06-28,543,1,5,7,8,10,11,13,14,15,16,17,20,22,24,25
2010-07-01,544,2,4,5,7,8,9,11,13,14,15,18,19,21,23,24
2010-07-05,545,1,3,5,6,7,11,12,13,14,15,17,18,23,24,25
2010-07-08,546,2,3,4,5,8,9,10,11,12,13,17,18,19,21,23
2010-07-12,547,1,2,4,5,6,9,10,12,14,16,17,19,20,24,25
2010-07-15,548,1,2,3,4,5,6,7,8,9,13,14,17,20,23,25
2010-07-19,549,3,4,7,9,10,11,13,14,15,16,17,20,21,22,23
2010-07-22,550,1,5,6,7,9,10,11,13,14,16,17,18,20,21,22
2010-07-26,551,3,7,8,10,12,13,14,16,17,18,19,20,21,22,24
2010-07-29,552,1,3,4,5,6,8,10,12,13,17,20,22,23,24,25
2010-08-02,553,4,5,7,8,9,10,12,13,14,15,17,18,21,23,24
2010-08-05,554,1,2,3,4,6,9,13,14,17,19,20,21,22,24,25
2010-08-09,555,1,2,6,7,8,9,10,12,14,16,17,18,20,23,24
2010-08-12,556,1,4,8,9,11,13,14,16,17,18,20,22,23,24,25
2010-08-16,557,1,5,7,8,9,10,12,14,15,17,18,19,20,21,23
2010-08-19,558,1,3,4,5,7,10,12,14,17,18,20,21,22,24,25
2010-08-23,559,1,2,5,7,9,10,11,13,14,16,19,20,21,22,23
2010-08-26,560,1,2,4,9,10,12,14,17,18,19,20,21,23,24,25
2010-08-30,561,2,3,4,6,7,9,10,11,12,13,15,17,18,20,21
2010-09-02,562,1,2,3,5,7,8,13,14,16,18,19,20,21,22,24
2010-09-06,563,1,3,4,5,6,7,9,11,12,16,19,20,22,23,24
2010-09-09,564,1,2,3,4,7,9,12,14,15,17,19,20,21,23,24
2010-09-13,565,1,4,6,7,9,10,12,15,17,18,19,20,21,23,24
2010-09-16,566,1,3,4,5,7,9,10,11,14,15,16,17,19,20,21
2010-09-20,567,1,2,5,7,8,9,10,12,13,14,15,17,21,24,25
2010-09-23,568,1,2,4,5,6,7,8,9,13,15,16,17,18,20,21
2010-09-27,569,1,2,6,7,8,12,13,16,17,18,19,20,22,24,25
2010-09-30,570,1,2,3,4,5,10,12,14,15,18,19,20,21,22,23
2010-10-04,571,3,4,5,6,7,11,12,15,16,18,19,20,21,24,25
2010-10-07,572,2,5,6,8,9,10,13,14,15,16,17,19,21,22,24
2010-10-11,573,1,2,3,7,10,11,12,14,16,18,20,22,23,24,25
2010-10-14,574,1,5,6,11,12,13,14,16,18,19,20,21,22,23,25
2010-10-18,575,3,5,8,9,10,12,13,15,16,17,18,19,21,22,24
2010-10-21,576,6,8,9,10,11,12,13,15,16,17,18,19,21,23,25
2010-10-25,577,1,2,3,4,5,8,10,12,15,16,18,19,21,22,23
2010-10-28,578,1,4,6,7,8,10,12,13,14,15,16,19,21,22,23
2010-11-01,579,1,3,5,6,7,8,10,12,13,14,17,19,20,21,24
2010-11-04,580,1,4,6,7,8,9,10,12,13,14,16,17,21,24,25
2010-11-08,581,2,4,6,9,11,12,13,14,15,17,18,19,21,23,25
2010-11-11,582,3,7,8,9,10,11,12,13,15,17,18,19,21,23,25
2010-11-16,583,1,3,4,7,8,9,11,14,16,17,18,19,21,23,24
2010-11-18,584,2,3,5,6,7,8,10,11,14,15,19,20,21,22,23
2010-11-22,585,1,5,7,8,9,10,13,14,15,16,17,18,20,23,24
2010-11-25,586,2,3,4,6,7,8,11,12,16,17,18,19,22,24,25
2010-11-29,587,1,4,5,7,9,10,11,12,13,17,18,19,20,21,23
2010-12-02,588,1,4,5,7,11,12,13,14,17,18,19,20,23,24,25
2010-12-06,589,2,3,4,6,8,9,10,12,13,20,21,22,23,24,25
2010-12-09,590,1,3,4,6,9,10,11,13,14,15,16,18,19,20,21
2010-12-13,591,1,2,4,7,8,10,11,14,15,16,17,19,20,21,23
2010-12-16,592,1,3,5,6,8,9,10,14,15,16,17,18,19,20,22
2010-12-20,593,1,3,4,5,6,9,10,11,13,14,15,20,23,24,25
2010-12-23,594,2,3,6,7,9,10,11,13,14,15,16,18,20,23,25
2010-12-27,595,1,5,6,7,8,9,10,11,12,15,17,19,21,24,25
2010-12-30,596,2,3,7,8,9,10,11,12,17,18,19,20,22,23,25
2011-01-03,597,1,2,3,5,8,9,10,11,14,16,17,18,22,24,25
2011-01-06,598,1,3,4,5,7,11,12,14,15,18,19,20,21,22,25
2011-01-10,599,2,4,5,6,7,9,12,13,16,18,20,21,22,23,24
2011-01-13,600,1,3,5,6,8,9,10,11,16,17,18,19,22,23,25
2011-01-17,601,1,3,5,6,7,9,10,11,12,13,14,16,19,20,25
2011-01-20,602,1,2,5,6,7,8,9,10,11,12,13,18,22,23,25
2011-01-24,603,2,4,5,6,8,10,12,13,15,16,19,20,21,22,23
2011-01-27,604,1,2,6,7,9,12,13,14,15,18,19,20,22,24,25
2011-01-31,605,2,3,4,5,7,10,11,13,14,16,17,18,21,23,25
2011-02-03,606,2,3,6,7,8,10,12,14,15,16,18,22,23,24,25
2011-02-07,607,3,5,7,9,12,15,16,17,18,19,20,21,22,24,25
2011-02-10,608,1,2,3,5,7,8,10,13,14,16,17,18,19,23,25
2011-02-14,609,1,2,4,7,9,10,11,12,14,15,16,19,20,23,25
2011-02-17,610,1,2,4,6,7,8,10,12,13,14,15,16,21,22,25
2011-02-21,611,2,3,4,5,6,8,9,13,14,16,18,19,20,21,23
2011-02-24,612,1,2,3,6,7,9,10,13,15,16,17,18,19,23,25
2011-02-28,613,2,5,6,7,10,11,12,13,14,16,17,20,22,23,25
2011-03-03,614,1,5,6,7,9,11,12,13,16,17,18,19,20,22,23
2011-03-05,615,1,2,4,7,8,11,12,17,19,20,21,22,23,24,25
2011-03-10,616,1,2,6,9,10,12,15,16,17,18,19,21,22,24,25
2011-03-14,617,1,2,3,4,5,7,10,14,15,16,19,21,22,24,25
2011-03-17,618,1,2,4,5,6,7,9,12,13,17,19,20,21,22,24
2011-03-21,619,1,3,4,7,8,9,13,14,17,18,19,20,21,23,25
2011-03-24,620,1,5,6,7,10,11,12,14,15,16,18,19,20,21,22
2011-03-28,621,1,2,3,5,6,8,9,10,12,15,16,20,22,24,25
2011-03-31,622,2,3,4,5,6,7,9,10,11,12,13,15,17,18,21
2011-04-04,623,1,2,3,4,5,8,9,10,11,12,15,20,22,23,25
2011-04-07,624,1,2,4,5,6,7,9,11,12,16,17,18,20,21,24
2011-04-11,625,1,2,3,6,8,10,11,13,14,15,16,17,22,23,24
2011-04-14,626,1,2,3,4,5,7,8,9,11,13,17,19,21,23,24
2011-04-18,627,1,2,3,4,6,10,12,14,15,17,21,22,23,24,25
2011-04-20,628,2,3,4,7,8,9,10,11,13,15,18,19,22,23,25
2011-04-25,629,1,2,4,5,6,7,9,12,14,15,17,19,21,22,25
2011-04-28,630,1,2,4,6,7,12,13,14,17,18,20,22,23,24,25
2011-05-02,631,2,3,5,7,8,9,10,13,14,16,17,18,19,20,21
2011-05-05,632,1,4,6,8,10,11,13,14,16,17,20,21,22,24,25
2011-05-09,633,2,3,6,7,8,9,10,12,18,20,21,22,23,24,25
2011-05-12,634,2,3,4,5,9,10,11,12,14,15,18,19,20,21,22
2011-05-16,635,1,4,5,6,7,8,9,11,12,13,18,19,20,22,24
2011-05-19,636,1,2,3,4,6,10,12,13,14,16,19,20,21,23,25
2011-05-23,637,2,4,6,7,9,13,16,17,18,19,20,21,22,23,25
2011-05-26,638,1,2,3,4,9,11,13,14,16,18,19,21,23,24,25
2011-05-30,639,1,2,4,5,6,8,9,10,12,16,19,20,21,22,24
2011-06-02,640,1,3,4,5,9,11,13,14,16,18,19,20,21,22,23
2011-06-06,641,2,3,6,7,8,9,11,13,16,18,19,20,21,22,24
2011-06-09,642,1,2,4,5,8,10,11,12,13,18,19,20,21,22,25
2011-06-13,643,1,2,4,7,8,9,10,13,16,17,19,21,22,23,24
2011-06-16,644,2,3,5,6,7,8,9,12,13,14,15,18,21,22,24
2011-06-20,645,4,5,8,9,10,11,13,16,18,19,20,21,22,23,25
2011-06-24,646,1,3,5,6,9,10,14,15,17,18,19,20,21,23,25
2011-06-27,647,4,6,7,8,9,11,13,14,17,18,19,20,22,23,25
2011-06-30,648,2,4,6,8,9,10,11,13,15,16,18,19,20,21,22
2011-07-04,649,1,2,4,5,6,8,9,10,11,14,15,17,21,22,24
2011-07-07,650,1,3,7,8,10,13,14,16,17,19,20,21,23,24,25
2011-07-11,651,1,4,5,6,8,10,13,14,15,17,18,19,20,24,25
2011-07-14,652,2,5,7,9,10,11,13,14,16,17,18,19,20,21,23
2011-07-18,653,1,2,3,7,8,12,13,14,16,17,19,20,21,22,23
2011-07-21,654,1,2,3,7,12,13,14,16,17,18,19,20,22,23,25
2011-07-25,655,2,5,7,8,10,11,13,14,15,19,20,21,23,24,25
2011-07-28,656,2,3,5,7,8,9,11,13,14,15,18,20,22,23,25
2011-08-01,657,2,3,4,5,6,8,10,12,13,15,17,19,23,24,25
2011-08-04,658,1,4,5,6,7,9,10,11,14,15,17,21,23,24,25
2011-08-08,659,1,3,4,5,6,8,9,10,11,12,15,19,20,23,24
2011-08-11,660,3,4,5,6,7,8,9,12,14,15,16,17,19,24,25
2011-08-15,661,1,3,6,7,10,11,12,15,17,18,19,20,22,23,24
2011-08-18,662,1,2,3,6,7,8,9,11,13,14,15,16,19,20,22
2011-08-22,663,2,4,5,6,7,9,11,13,16,17,19,21,22,23,24
2011-08-25,664,1,3,4,7,10,13,14,15,16,17,18,20,21,23,24
2011-08-29,665,2,3,6,7,12,13,14,15,17,18,20,21,22,24,25
2011-09-01,666,1,2,4,6,7,11,12,14,15,16,18,20,21,24,25
2011-09-05,667,3,4,5,6,8,10,13,15,17,18,19,20,21,24,25
2011-09-08,668,1,2,7,9,10,11,12,13,15,16,17,20,23,24,25
2011-09-13,669,2,4,5,6,12,13,15,16,17,18,19,22,23,24,25
2011-09-15,670,1,7,8,10,12,13,14,15,17,18,20,21,22,23,25
2011-09-19,671,4,5,7,8,9,10,11,12,13,14,18,19,20,22,24
2011-09-22,672,1,2,4,6,9,10,11,12,15,17,19,21,23,24,25
2011-09-26,673,2,4,5,7,8,9,10,11,12,13,14,15,17,19,20
2011-09-29,674,2,3,8,10,11,14,15,16,18,19,20,22,23,24,25
2011-10-03,675,2,3,4,5,7,10,11,13,14,15,16,17,22,23,24
2011-10-06,676,2,4,5,6,8,10,12,13,15,16,19,20,21,24,25
2011-10-10,677,1,2,5,6,7,8,10,11,12,13,15,16,19,23,25
2011-10-13,678,2,3,5,7,9,10,12,15,18,19,20,21,23,24,25
2011-10-17,679,2,7,8,10,11,12,13,14,15,17,18,19,20,21,22
2011-10-20,680,3,4,6,7,8,9,12,13,14,16,18,19,20,21,22
2011-10-24,681,2,3,4,6,7,8,10,11,12,14,15,16,18,19,23
2011-10-27,682,1,2,4,5,6,7,8,11,14,17,18,19,22,24,25
2011-10-31,683,1,2,4,5,6,7,8,9,10,11,12,13,15,23,24
2011-11-03,684,1,4,5,8,10,11,12,13,14,16,20,21,22,24,25
2011-11-07,685,1,3,4,9,12,13,15,17,19,20,21,22,23,24,25
2011-11-10,686,1,3,4,6,7,10,12,13,16,19,20,22,23,24,25
2011-11-14,687,1,2,3,4,6,9,12,13,15,18,19,20,23,24,25
2011-11-17,688,1,2,3,4,7,9,11,12,14,16,19,21,22,23,24
2011-11-21,689,2,3,4,5,6,7,8,11,12,13,15,17,22,23,24
2011-11-24,690,1,2,3,9,10,11,12,13,14,15,18,19,20,24,25
2011-11-28,691,1,2,3,6,7,8,9,11,13,17,18,19,20,22,23
2011-12-01,692,1,2,4,6,7,10,11,12,17,18,19,21,22,23,24
2011-12-05,693,1,2,3,4,6,7,9,10,11,14,16,17,19,21,22
2011-12-08,694,1,3,6,8,9,10,11,14,15,16,18,19,20,21,24
2011-12-12,695,2,3,4,5,11,13,14,17,18,19,20,21,22,24,25
2011-12-15,696,1,4,5,7,9,10,11,13,14,15,16,20,21,22,24
2011-12-19,697,1,2,3,7,8,11,14,15,16,18,19,22,23,24,25
2011-12-22,698,2,3,4,6,7,9,10,12,14,15,18,20,21,22,24
2011-12-26,699,2,3,4,6,8,9,10,15,16,18,19,21,22,23,25
2011-12-29,700,1,2,6,7,8,9,10,13,14,16,18,19,21,22,25
2012-01-02,701,3,4,8,10,12,13,14,16,17,19,20,21,22,23,25
2012-01-05,702,1,2,3,4,5,6,7,8,9,10,13,14,20,23,25
2012-01-09,703,2,5,8,10,11,14,15,17,18,20,21,22,23,24,25
2012-01-12,704,2,3,5,6,8,10,11,13,14,15,16,17,22,23,24
2012-01-16,705,3,4,6,7,8,9,11,12,14,15,16,20,21,22,25
2012-01-19,706,1,2,3,4,6,8,12,13,16,18,19,21,22,24,25
2012-01-23,707,3,4,6,7,8,11,12,14,15,16,17,20,21,24,25
2012-01-26,708,1,2,3,4,5,6,9,11,14,16,19,21,22,24,25
2012-01-30,709,1,3,6,7,8,11,12,14,15,16,18,19,20,22,23
2012-02-02,710,2,3,4,6,12,14,15,17,18,19,20,21,22,24,25
