data,concurso,dezena_1,dezena_2,dezena_3,dezena_4,dezena_5
2000-08-10,734,7,8,13,49,65
2000-08-12,735,29,57,59,77,79
2000-08-15,736,14,17,43,44,57
2000-08-17,737,22,43,44,64,68
2000-08-19,738,2,18,33,56,79
2000-08-22,739,1,4,59,74,80
2000-08-24,740,4,11,36,58,75
2000-08-26,741,10,22,40,55,79
2000-08-29,742,15,52,62,65,72
2000-08-31,743,11,43,70,77,80
2000-09-02,744,4,19,58,67,79
2000-09-05,745,24,37,49,54,57
2000-09-09,746,35,39,40,42,71
2000-09-12,747,16,32,38,45,71
2000-09-14,748,27,43,45,64,67
2000-09-16,749,18,34,37,40,55
2000-09-19,750,8,37,56,58,63
2000-09-21,751,19,38,41,53,78
2000-09-23,752,6,18,34,37,57
2000-09-26,753,19,34,54,61,63
2000-09-28,754,22,26,29,47,60
2000-09-30,755,11,38,50,61,80
2000-10-03,756,15,30,39,67,73
2000-10-05,757,5,29,44,66,72
2000-10-07,758,14,17,60,64,69
2000-10-10,759,4,21,56,63,67
2000-10-14,760,9,32,61,64,75
2000-10-17,761,8,22,25,43,46
2000-10-19,762,12,18,52,63,75
2000-10-21,763,18,25,26,47,70
2000-10-24,764,4,9,28,33,38
2000-10-26,765,17,28,30,31,69
2000-10-28,766,15,19,55,59,74
2000-10-31,767,15,46,49,61,64
2000-11-04,768,1,23,31,41,60
2000-11-07,769,8,28,34,60,65
2000-11-09,770,26,64,69,71,76
2000-11-11,771,13,31,52,63,76
2000-11-14,772,7,8,13,18,24
2000-11-18,773,21,24,38,73,79
2000-11-21,774,18,22,61,68,72
2000-11-23,775,2,11,42,54,61
2000-11-25,776,14,29,60,61,62
2000-11-28,777,18,35,48,63,65
2000-11-30,778,33,39,65,66,71
2000-12-02,779,11,14,20,24,70
2000-12-05,780,24,30,31,41,58
2000-12-07,781,2,17,50,61,70
2000-12-09,782,7,40,53,54,77
2000-12-12,783,10,14,48,49,73
2000-12-14,784,7,30,60,66,77
2000-12-16,785,28,41,55,56,75
2000-12-19,786,16,26,56,72,80
2000-12-21,787,13,15,25,42,77
2000-12-23,788,3,25,31,44,64
2000-12-28,789,25,31,53,66,80
2000-12-30,790,6,7,31,52,78
2001-01-04,791,6,38,50,66,69
2001-01-06,792,4,7,14,34,73
2001-01-09,793,1,9,14,31,70
2001-01-11,794,14,19,37,46,61
2001-01-13,795,2,54,58,76,79
2001-01-16,796,15,38,39,48,79
2001-01-18,797,11,18,34,39,55
2001-01-20,798,12,27,52,57,69
2001-01-23,799,12,29,44,67,80
2001-01-25,800,13,28,44,45,66
2001-01-27,801,25,33,45,66,79
2001-01-30,802,3,25,28,51,70
2001-02-01,803,29,32,42,52,59
2001-02-03,804,8,26,38,46,74
2001-02-06,805,13,22,41,42,71
2001-02-08,806,36,39,42,61,68
2001-02-10,807,5,16,24,61,65
2001-02-13,808,31,37,38,49,67
2001-02-15,809,31,61,65,77,80
2001-02-17,810,12,13,21,53,77
2001-02-20,811,2,42,51,53,59
2001-02-22,812,11,18,43,72,73
2001-02-24,813,7,23,65,71,74
2001-03-01,814,9,19,28,46,76
2001-03-03,815,18,32,34,48,65
2001-03-06,816,2,11,42,60,62
2001-03-08,817,19,35,42,54,65
2001-03-10,818,11,32,43,58,61
2001-03-13,819,7,11,31,76,78
2001-03-15,820,7,48,53,62,74
2001-03-17,821,9,18,30,54,75
2001-03-20,822,25,30,34,49,66
2001-03-22,823,11,32,38,43,80
2001-03-24,824,25,26,53,55,73
2001-03-27,825,9,10,67,74,76
2001-03-29,826,34,39,41,46,68
2001-03-31,827,1,25,35,43,48
2001-04-03,828,7,68,72,75,77
2001-04-05,829,27,35,41,58,59
2001-04-07,830,10,27,45,69,71
2001-04-10,831,1,16,25,27,37
2001-04-14,832,6,28,29,39,50
2001-04-17,833,5,13,46,47,70
2001-04-19,834,43,59,69,75,77
2001-04-21,835,11,16,41,67,77
2001-04-24,836,7,18,30,41,69
2001-04-26,837,6,23,43,65,70
2001-04-28,838,21,39,76,77,80
2001-05-03,839,46,50,62,69,70
2001-05-05,840,2,12,35,55,56
2001-05-08,841,12,23,32,43,59
2001-05-10,842,8,50,59,72,75
2001-05-12,843,15,20,40,71,72
2001-05-15,844,23,47,56,77,78
2001-05-17,845,8,16,28,63,70
2001-05-19,846,34,38,41,56,62
2001-05-22,847,30,41,47,71,78
2001-05-24,848,15,33,40,57,60
2001-05-26,849,7,26,44,71,80
2001-05-29,850,26,29,34,43,79
2001-05-31,851,1,15,39,41,55
2001-06-02,852,5,54,57,67,75
2001-06-05,853,14,36,42,67,80
2001-06-07,854,4,13,30,49,63
2001-06-09,855,3,38,56,64,66
2001-06-12,856,6,38,41,75,80
2001-06-16,857,7,11,66,74,77
2001-06-19,858,11,16,20,62,75
2001-06-21,859,1,6,9,49,75
2001-06-23,860,8,23,46,47,59
2001-06-26,861,4,10,14,41,45
2001-06-28,862,12,14,26,66,68
2001-06-30,863,15,18,19,70,79
2001-07-03,864,7,34,60,61,66
2001-07-05,865,4,19,30,39,62
2001-07-07,866,9,25,40,41,61
2001-07-10,867,4,20,42,58,66
2001-07-12,868,9,24,34,52,55
2001-07-14,869,30,59,68,72,75
2001-07-17,870,15,17,44,52,69
2001-07-19,871,19,32,49,56,73
2001-07-21,872,46,54,58,59,70
2001-07-24,873,10,24,48,57,77
2001-07-26,874,16,38,39,44,71
2001-07-28,875,6,31,39,46,52
2001-07-31,876,9,29,35,55,70
2001-08-02,877,31,38,39,51,54
2001-08-04,878,11,13,24,64,69
2001-08-07,879,19,27,35,49,78
2001-08-09,880,11,14,32,38,41
2001-08-11,881,3,9,54,56,61
2001-08-14,882,2,5,13,39,55
2001-08-16,883,2,38,74,76,77
2001-08-18,884,19,28,44,46,54
2001-08-21,885,3,5,13,37,45
2001-08-23,886,24,37,40,44,59
2001-08-25,887,5,27,28,35,40
2001-08-28,888,18,22,31,45,79
2001-08-30,889,15,31,36,47,76
2001-09-01,890,3,7,21,41,67
2001-09-04,891,4,13,18,46,47
2001-09-08,892,14,20,34,73,75
2001-09-11,893,5,7,13,66,79
2001-09-13,894,10,13,36,38,50
2001-09-15,895,16,34,49,58,59
2001-09-18,896,14,26,51,62,77
2001-09-20,897,30,39,56,70,72
2001-09-22,898,8,39,59,77,78
2001-09-25,899,17,26,28,36,55
2001-09-27,900,41,49,52,56,74
2001-09-29,901,24,41,51,60,73
2001-10-02,902,14,33,34,55,78
2001-10-04,903,8,22,28,52,58
2001-10-06,904,42,49,51,57,64
2001-10-10,905,42,49,55,61,69
2001-10-13,906,19,20,22,33,39
2001-10-16,907,24,29,32,50,74
2001-10-18,908,1,9,23,50,73
2001-10-20,909,8,16,37,64,79
2001-10-23,910,7,19,31,45,55
2001-10-25,911,4,18,25,57,74
2001-10-27,912,4,14,23,45,70
2001-10-30,913,7,11,25,50,67
2001-11-01,914,11,32,55,67,76
2001-11-03,915,7,13,19,27,61
2001-11-06,916,12,46,50,52,68
2001-11-08,917,6,10,28,47,55
2001-11-10,918,33,36,49,65,78
2001-11-13,919,8,13,40,72,77
2001-11-17,920,5,13,14,36,69
2001-11-20,921,4,9,64,74,75
2001-11-22,922,1,12,20,24,62
2001-11-24,923,2,16,36,39,52
2001-11-27,924,18,36,49,56,79
2001-11-29,925,2,15,30,61,78
2001-12-01,926,40,46,50,73,79
2001-12-04,927,15,38,48,54,70
2001-12-06,928,3,22,28,35,45
2001-12-08,929,5,28,52,55,69
2001-12-11,930,32,41,47,61,77
2001-12-13,931,20,31,61,76,79
2001-12-15,932,2,45,59,73,78
2001-12-18,933,6,27,51,70,79
2001-12-20,934,2,21,44,46,69
2001-12-22,935,14,29,41,63,65
2001-12-27,936,36,40,46,51,78
2001-12-29,937,32,50,59,77,79
2002-01-03,938,7,34,53,61,77
2002-01-05,939,1,15,33,48,61
2002-01-08,940,40,46,59,72,73
2002-01-10,941,41,45,50,59,68
2002-01-12,942,26,35,71,73,80
2002-01-15,943,20,42,45,49,64
2002-01-17,944,29,40,50,63,67
2002-01-19,945,10,23,39,49,55
2002-01-22,946,6,19,28,44,79
2002-01-24,947,16,23,24,37,79
2002-01-26,948,21,34,41,71,75
2002-01-29,949,20,45,52,57,74
2002-01-31,950,3,11,14,16,22
2002-02-02,951,5,21,43,58,74
2002-02-05,952,14,17,19,36,37
2002-02-07,953,2,5,18,45,70
2002-02-09,954,33,51,56,66,67
2002-02-14,955,22,44,73,75,76
2002-02-16,956,15,23,25,48,49
2002-02-19,957,20,32,38,40,72
2002-02-21,958,36,48,61,62,79
2002-02-23,959,7,11,47,54,61
2002-02-26,960,16,25,49,50,80
2002-02-28,961,13,31,51,56,69
2002-03-02,962,22,25,47,51,74
2002-03-05,963,28,45,55,71,80
2002-03-07,964,28,36,38,53,57
2002-03-09,965,10,39,43,59,71
2002-03-12,966,8,30,34,37,44
2002-03-14,967,9,19,49,53,64
2002-03-16,968,17,37,51,55,61
2002-03-19,969,6,11,41,43,53
2002-03-21,970,3,31,50,65,70
2002-03-23,971,17,32,53,75,78
2002-03-26,972,17,28,35,38,56
2002-03-28,973,6,19,34,42,52
2002-03-30,974,22,42,61,64,72
2002-04-02,975,2,16,44,58,64
2002-04-04,976,18,27,46,61,71
2002-04-06,977,27,36,53,54,69
2002-04-09,978,4,12,24,39,69
2002-04-11,979,4,41,48,55,59
2002-04-13,980,27,46,51,57,67
2002-04-16,981,16,18,31,56,74
2002-04-18,982,16,24,32,33,61
2002-04-20,983,1,26,31,37,49
2002-04-23,984,3,4,34,47,65
2002-04-25,985,19,36,44,60,70
2002-04-27,986,3,17,30,52,64
2002-04-30,987,6,27,46,54,59
2002-05-02,988,12,19,56,72,76
2002-05-04,989,2,3,22,61,69
2002-05-07,990,3,12,14,64,73
2002-05-09,991,1,5,52,54,64
2002-05-11,992,5,17,20,54,78
2002-05-14,993,16,40,48,58,66
2002-05-16,994,2,35,36,53,59
2002-05-18,995,25,27,32,68,80
2002-05-21,996,1,6,21,31,49
2002-05-23,997,3,9,13,19,43
2002-05-25,998,3,15,36,43,47
2002-05-28,999,3,12,44,46,49
2002-06-01,1000,14,23,34,54,69
2002-06-04,1001,3,39,47,54,63
2002-06-06,1002,16,30,39,56,76
2002-06-08,1003,26,28,52,58,79
2002-06-11,1004,17,32,49,51,67
2002-06-13,1005,2,38,42,44,59
2002-06-15,1006,11,25,36,59,73
2002-06-18,1007,17,20,41,52,70
2002-06-20,1008,10,12,13,35,74
2002-06-22,1009,8,18,43,55,75
2002-06-25,1010,13,21,22,65,77
2002-06-27,1011,3,15,37,58,68
2002-06-29,1012,17,18,41,56,78
2002-07-02,1013,17,18,24,26,69
2002-07-04,1014,31,32,38,42,64
2002-07-06,1015,1,16,56,64,80
2002-07-09,1016,3,35,53,58,68
2002-07-11,1017,24,26,40,42,55
2002-07-13,1018,20,45,59,69,80
2002-07-16,1019,10,11,22,39,72
2002-07-18,1020,6,25,27,37,52
2002-07-20,1021,2,4,32,53,80
2002-07-23,1022,14,39,46,51,76
2002-07-25,1023,19,34,38,49,70
2002-07-27,1024,13,18,20,35,70
2002-07-30,1025,6,16,21,32,50
2002-08-01,1026,6,10,21,45,75
2002-08-03,1027,30,38,48,50,64
2002-08-06,1028,2,6,7,29,30
2002-08-08,1029,18,34,40,50,51
2002-08-10,1030,4,24,47,49,69
2002-08-13,1031,22,29,39,56,80
2002-08-15,1032,2,14,17,29,47
2002-08-17,1033,10,30,41,56,69
2002-08-20,1034,13,20,24,42,43
2002-08-22,1035,9,16,41,70,72
2002-08-24,1036,5,29,36,50,71
2002-08-27,1037,5,31,64,68,73
2002-08-29,1038,19,40,49,73,79
2002-08-31,1039,14,25,28,51,63
2002-09-03,1040,7,11,22,48,63
2002-09-05,1041,10,25,53,61,67
2002-09-07,1042,22,31,45,47,70
2002-09-10,1043,12,28,73,78,80
2002-09-12,1044,10,12,25,31,70
2002-09-14,1045,2,7,25,30,67
2002-09-17,1046,23,32,40,46,55
2002-09-19,1047,29,56,65,68,72
2002-09-21,1048,10,32,44,69,77
2002-09-24,1049,26,29,37,75,80
2002-09-26,1050,22,36,53,54,59
2002-09-28,1051,2,42,44,49,63
2002-10-01,1052,4,12,26,54,62
2002-10-03,1053,25,35,36,40,71
2002-10-05,1054,10,52,56,66,73
2002-10-08,1055,16,19,29,30,73
2002-10-10,1056,9,12,34,41,46
2002-10-12,1057,9,13,14,48,69
2002-10-15,1058,8,39,51,57,68
2002-10-17,1059,11,16,17,43,63
2002-10-19,1060,26,40,42,53,76
2002-10-22,1061,28,33,34,41,53
2002-10-24,1062,39,46,51,55,70
2002-10-26,1063,5,18,28,53,59
2002-10-29,1064,10,18,35,43,62
2002-10-31,1065,4,6,8,27,46
2002-11-02,1066,37,44,66,73,80
2002-11-05,1067,11,35,42,78,80
2002-11-07,1068,13,37,40,47,57
2002-11-09,1069,28,43,47,53,73
2002-11-12,1070,3,26,29,56,59
2002-11-14,1071,13,48,50,73,78
2002-11-16,1072,7,23,33,53,77
2002-11-19,1073,23,42,57,58,78
2002-11-21,1074,3,4,10,57,76
2002-11-23,1075,40,48,54,61,66
2002-11-26,1076,29,33,36,64,73
2002-11-28,1077,6,34,41,48,73
2002-11-30,1078,11,22,24,55,64
2002-12-03,1079,5,7,45,48,68
2002-12-05,1080,5,33,34,48,68
2002-12-07,1081,2,4,40,64,78
2002-12-10,1082,21,23,24,28,72
2002-12-12,1083,26,33,41,46,49
2002-12-14,1084,9,31,49,56,72
2002-12-17,1085,10,22,26,70,74
2002-12-19,1086,5,38,49,64,74
2002-12-21,1087,4,6,15,29,32
2002-12-26,1088,1,7,31,46,60
2002-12-28,1089,19,22,44,55,73
2003-01-02,1090,28,30,36,55,78
2003-01-04,1091,15,23,43,45,78
2003-01-07,1092,12,42,55,63,64
2003-01-09,1093,12,24,28,31,70
2003-01-11,1094,3,19,36,46,64
2003-01-14,1095,9,18,21,32,52
2003-01-16,1096,9,26,38,45,63
2003-01-18,1097,2,18,46,61,74
2003-01-21,1098,1,10,13,31,42
2003-01-23,1099,9,27,30,50,57
2003-01-25,1100,18,28,39,54,74
2003-01-28,1101,41,65,74,78,80
2003-01-30,1102,20,22,29,39,50
2003-02-01,1103,20,32,33,43,74
2003-02-04,1104,1,29,35,41,59
2003-02-06,1105,36,37,38,48,78
2003-02-08,1106,16,25,30,62,73
2003-02-11,1107,8,11,18,49,79
2003-02-13,1108,13,15,21,45,53
2003-02-15,1109,8,11,29,35,55
2003-02-18,1110,31,40,44,51,80
2003-02-20,1111,7,31,35,39,45
2003-02-22,1112,15,25,51,65,70
2003-02-25,1113,2,14,16,34,54
2003-02-27,1114,8,12,16,40,59
2003-03-01,1115,4,42,52,56,73
2003-03-06,1116,4,19,29,33,70
2003-03-08,1117,3,10,23,32,51
2003-03-11,1118,10,36,42,62,70
2003-03-13,1119,44,46,65,73,74
2003-03-15,1120,27,33,48,55,76
2003-03-18,1121,26,40,42,74,76
2003-03-20,1122,9,39,45,52,77
2003-03-22,1123,18,21,42,56,75
2003-03-25,1124,26,33,62,65,67
2003-03-27,1125,33,45,48,73,77
2003-03-29,1126,5,41,56,74,79
2003-04-01,1127,18,22,32,46,72
2003-04-03,1128,4,8,10,34,70
2003-04-05,1129,3,19,27,58,66
2003-04-08,1130,8,17,46,53,74
2003-04-10,1131,18,23,45,56,72
2003-04-12,1132,35,42,45,63,77
2003-04-15,1133,22,28,38,46,68
2003-04-17,1134,2,27,33,56,66
2003-04-19,1135,18,32,41,72,76
2003-04-22,1136,5,12,16,47,58
2003-04-24,1137,10,19,33,39,78
2003-04-26,1138,7,11,18,40,51
2003-04-29,1139,18,31,45,61,71
2003-05-01,1140,31,34,38,58,61
2003-05-03,1141,36,49,62,77,78
2003-05-06,1142,22,39,56,64,73
2003-05-08,1143,5,42,44,69,78
2003-05-10,1144,7,16,61,66,70
2003-05-13,1145,24,27,44,61,70
2003-05-15,1146,13,16,45,64,78
2003-05-17,1147,34,51,54,60,66
2003-05-20,1148,20,23,44,52,69
2003-05-22,1149,23,24,60,67,69
2003-05-24,1150,4,30,33,39,47
2003-05-27,1151,23,30,54,57,67
2003-05-29,1152,8,25,26,47,78
2003-05-31,1153,29,60,61,77,79
2003-06-03,1154,12,21,42,54,56
2003-06-05,1155,3,18,21,53,66
2003-06-07,1156,24,38,44,50,57
2003-06-10,1157,7,10,28,62,78
2003-06-12,1158,18,34,36,41,69
2003-06-14,1159,10,24,41,56,61
2003-06-17,1160,8,39,62,76,78
2003-06-19,1161,6,10,17,19,44
2003-06-21,1162,11,26,30,61,80
2003-06-24,1163,12,25,26,33,70
2003-06-26,1164,12,52,54,72,79
2003-06-28,1165,40,41,52,71,72
2003-07-01,1166,7,24,54,60,64
2003-07-03,1167,14,17,28,39,66
2003-07-05,1168,1,15,31,58,74
2003-07-08,1169,14,15,20,43,44
2003-07-10,1170,9,10,15,54,79
2003-07-12,1171,4,7,28,29,78
2003-07-15,1172,1,33,47,60,64
2003-07-17,1173,13,18,40,52,70
2003-07-19,1174,45,58,71,73,79
2003-07-22,1175,20,23,40,42,47
2003-07-24,1176,8,10,31,32,61
2003-07-26,1177,29,35,38,43,75
2003-07-29,1178,1,56,60,68,80
2003-07-31,1179,15,52,66,71,78
2003-08-02,1180,3,16,19,22,38
2003-08-05,1181,7,21,42,43,60
2003-08-07,1182,3,6,8,36,66
2003-08-09,1183,21,42,52,66,79
2003-08-12,1184,2,21,34,47,60
2003-08-14,1185,18,38,40,68,72
2003-08-16,1186,21,26,42,50,54
2003-08-19,1187,5,15,18,55,78
2003-08-21,1188,4,14,72,73,74
2003-08-23,1189,4,17,21,39,76
2003-08-26,1190,19,40,44,71,73
2003-08-28,1191,6,27,40,46,71
2003-08-30,1192,3,18,70,79,80
2003-09-02,1193,7,9,70,73,74
2003-09-04,1194,4,15,46,54,59
2003-09-06,1195,7,22,47,61,64
2003-09-09,1196,12,14,38,61,62
2003-09-11,1197,5,21,43,51,66
2003-09-13,1198,9,13,28,48,80
2003-09-16,1199,24,26,32,40,56
2003-09-18,1200,16,30,42,58,65
2003-09-20,1201,10,13,42,60,61
2003-09-23,1202,31,38,62,73,76
2003-09-25,1203,9,34,39,42,75
2003-09-27,1204,5,7,30,49,62
2003-09-30,1205,17,30,37,44,77
2003-10-02,1206,3,9,33,37,40
2003-10-04,1207,11,25,43,61,71
2003-10-07,1208,8,14,53,67,69
2003-10-09,1209,24,36,43,73,75
2003-10-11,1210,11,29,31,49,51
2003-10-14,1211,19,40,52,65,78
2003-10-16,1212,14,32,52,72,75
2003-10-18,1213,7,24,41,52,77
2003-10-21,1214,1,7,40,42,47
2003-10-23,1215,19,22,32,65,71
2003-10-25,1216,38,43,44,48,77
2003-10-28,1217,7,12,19,58,72
2003-10-30,1218,10,21,29,54,78
2003-11-01,1219,9,19,34,55,60
2003-11-04,1220,37,39,44,59,75
2003-11-06,1221,3,15,52,66,76
2003-11-08,1222,26,33,46,58,79
2003-11-11,1223,16,42,51,61,66
2003-11-13,1224,10,13,18,78,79
2003-11-15,1225,6,25,35,38,40
2003-11-18,1226,14,18,25,35,66
2003-11-20,1227,45,53,68,73,77
2003-11-22,1228,28,31,40,52,55
2003-11-25,1229,30,35,40,50,67
2003-11-27,1230,2,49,51,68,80
2003-11-29,1231,16,44,49,50,53
2003-12-02,1232,38,49,58,66,70
2003-12-04,1233,4,31,35,45,72
2003-12-06,1234,5,33,39,44,52
2003-12-09,1235,5,27,53,69,72
2003-12-11,1236,31,32,52,53,54
2003-12-13,1237,19,21,49,53,76
2003-12-16,1238,6,16,33,36,47
2003-12-18,1239,60,62,64,65,68
2003-12-20,1240,19,26,30,43,46
2003-12-23,1241,12,24,28,37,71
2003-12-27,1242,8,13,24,26,34
2003-12-30,1243,29,39,59,60,65
2004-01-03,1244,4,10,44,63,76
2004-01-06,1245,4,20,53,59,70
2004-01-08,1246,18,22,44,63,75
2004-01-10,1247,14,16,26,29,47
2004-01-13,1248,4,5,19,29,41
2004-01-15,1249,8,34,35,51,79
2004-01-17,1250,4,5,10,68,77
2004-01-20,1251,35,51,52,71,77
2004-01-22,1252,1,8,34,56,80
2004-01-24,1253,3,35,44,65,77
2004-01-27,1254,16,30,31,55,69
2004-01-29,1255,4,31,57,68,76
2004-01-31,1256,5,7,11,29,41
2004-02-03,1257,15,30,43,63,64
2004-02-05,1258,16,28,33,57,64
2004-02-07,1259,14,16,38,46,50
2004-02-10,1260,4,13,32,33,51
2004-02-12,1261,4,25,45,62,78
2004-02-14,1262,22,23,25,36,39
2004-02-17,1263,8,19,39,70,80
2004-02-19,1264,2,17,20,54,71
2004-02-21,1265,11,21,28,38,64
2004-02-26,1266,17,18,49,50,63
2004-02-28,1267,21,26,39,66,76
2004-03-02,1268,30,37,48,57,76
2004-03-04,1269,13,19,38,39,49
2004-03-06,1270,4,25,36,46,63
2004-03-09,1271,1,19,34,39,68
2004-03-11,1272,5,13,14,64,68
2004-03-13,1273,15,26,31,41,56
2004-03-16,1274,42,43,60,62,80
2004-03-18,1275,19,38,47,49,74
2004-03-20,1276,3,14,24,33,75
2004-03-23,1277,13,18,29,30,44
2004-03-25,1278,9,15,33,40,74
2004-03-27,1279,6,18,24,39,70
2004-03-30,1280,11,13,24,29,48
2004-04-01,1281,27,39,50,74,76
2004-04-03,1282,46,65,67,69,70
2004-04-06,1283,15,21,29,40,52
2004-04-08,1284,4,9,44,45,77
2004-04-10,1285,19,34,58,60,72
2004-04-13,1286,41,43,49,56,58
2004-04-15,1287,12,34,35,44,63
2004-04-17,1288,1,4,23,65,74
2004-04-20,1289,37,61,68,71,76
2004-04-22,1290,52,53,61,66,78
2004-04-24,1291,17,46,53,58,63
2004-04-27,1292,15,26,32,56,60
2004-04-29,1293,5,36,75,77,78
2004-05-01,1294,8,9,42,55,57
2004-05-04,1295,2,22,24,56,78
2004-05-06,1296,6,7,36,49,54
2004-05-08,1297,29,33,51,56,58
2004-05-11,1298,12,24,60,66,77
2004-05-13,1299,33,50,52,73,79
2004-05-15,1300,16,34,38,54,65
2004-05-18,1301,53,55,63,64,75
2004-05-20,1302,7,10,15,26,77
2004-05-22,1303,5,9,39,49,69
2004-05-25,1304,4,5,27,64,72
2004-05-27,1305,7,8,18,25,35
2004-05-29,1306,29,34,40,45,47
2004-06-01,1307,9,16,36,48,67
2004-06-03,1308,15,47,71,72,74
2004-06-05,1309,5,28,36,39,80
2004-06-08,1310,15,20,31,35,69
2004-06-12,1311,34,38,52,65,74
2004-06-15,1312,12,22,31,36,47
2004-06-17,1313,14,27,39,41,49
2004-06-19,1314,10,38,47,68,76
2004-06-22,1315,5,33,38,51,65
2004-06-24,1316,39,42,51,70,71
2004-06-26,1317,5,29,39,66,68
2004-06-29,1318,5,10,39,66,78
2004-07-01,1319,18,24,32,37,39
2004-07-03,1320,9,33,37,61,69
2004-07-06,1321,18,34,39,65,66
2004-07-08,1322,16,28,43,47,68
2004-07-10,1323,19,31,52,55,75
2004-07-13,1324,3,34,47,48,71
2004-07-15,1325,20,22,25,27,73
2004-07-17,1326,24,44,58,67,77
2004-07-20,1327,7,18,44,57,61
2004-07-22,1328,4,14,47,70,73
2004-07-24,1329,21,25,59,74,80
2004-07-27,1330,22,45,52,56,71
2004-07-29,1331,27,30,38,40,46
2004-07-31,1332,19,21,25,44,71
2004-08-03,1333,14,23,46,70,75
2004-08-05,1334,12,22,49,50,63
2004-08-07,1335,13,32,69,76,79
2004-08-10,1336,1,5,26,41,67
2004-08-12,1337,19,21,36,58,79
2004-08-14,1338,9,15,19,45,75
2004-08-17,1339,22,26,27,41,79
2004-08-19,1340,12,27,48,66,67
2004-08-21,1341,13,15,33,41,48
2004-08-24,1342,21,35,61,69,80
2004-08-26,1343,18,21,30,34,66
2004-08-28,1344,32,47,73,79,80
2004-08-31,1345,22,35,54,61,66
2004-09-02,1346,11,13,28,32,58
2004-09-04,1347,18,30,37,45,70
2004-09-09,1348,4,30,52,64,72
2004-09-11,1349,3,35,45,49,76
2004-09-14,1350,18,28,53,64,69
2004-09-16,1351,8,12,36,43,48
2004-09-18,1352,9,11,40,52,79
2004-09-21,1353,4,16,42,45,58
2004-09-23,1354,4,14,22,40,53
2004-09-25,1355,4,13,30,32,55
2004-09-28,1356,5,41,42,54,72
2004-09-30,1357,15,16,59,68,78
2004-10-02,1358,16,24,44,72,78
2004-10-05,1359,12,26,50,60,74
2004-10-07,1360,5,9,51,53,58
2004-10-09,1361,12,39,46,73,77
2004-10-14,1362,20,43,54,63,72
2004-10-16,1363,31,53,54,62,73
2004-10-19,1364,6,35,37,42,56
2004-10-21,1365,11,12,32,53,59
2004-10-23,1366,6,59,61,76,80
2004-10-26,1367,23,37,56,71,77
2004-10-28,1368,38,59,69,70,71
2004-10-30,1369,12,13,17,19,67
2004-11-04,1370,2,38,47,57,63
2004-11-06,1371,5,20,52,64,74
2004-11-09,1372,14,19,21,54,78
2004-11-11,1373,21,47,66,67,78
2004-11-13,1374,32,60,62,64,77
2004-11-18,1375,6,26,27,68,70
2004-11-20,1376,35,42,45,63,78
2004-11-23,1377,6,7,15,60,67
2004-11-25,1378,19,39,54,55,61
2004-11-27,1379,33,46,50,66,76
2004-11-30,1380,39,50,55,76,78
2004-12-02,1381,5,24,28,31,45
2004-12-04,1382,7,9,22,53,64
2004-12-07,1383,48,56,59,62,80
2004-12-09,1384,22,29,33,59,60
2004-12-11,1385,11,39,43,48,62
2004-12-14,1386,18,33,44,49,69
2004-12-16,1387,42,69,73,78,80
2004-12-18,1388,6,39,48,52,57
2004-12-21,1389,11,40,68,72,74
2004-12-23,1390,17,19,42,43,64
2004-12-28,1391,21,28,39,67,76
2004-12-30,1392,9,48,57,71,76
2005-01-04,1393,2,17,51,67,74
2005-01-06,1394,2,52,57,64,78
2005-01-08,1395,4,14,31,34,70
2005-01-11,1396,4,16,24,72,73
2005-01-13,1397,13,21,30,38,58
2005-01-15,1398,43,51,60,67,77
2005-01-18,1399,8,16,26,27,43
2005-01-20,1400,41,45,52,74,80
2005-01-22,1401,5,18,38,41,63
2005-01-25,1402,42,43,47,72,76
2005-01-27,1403,4,17,69,70,74
2005-01-29,1404,5,52,63,66,70
2005-02-01,1405,4,9,43,67,68
2005-02-03,1406,9,16,24,69,70
2005-02-05,1407,1,28,30,64,72
2005-02-10,1408,19,21,23,38,45
2005-02-12,1409,12,48,50,65,79
2005-02-15,1410,5,32,35,37,74
2005-02-17,1411,1,11,13,16,20
2005-02-19,1412,5,19,74,77,78
2005-02-22,1413,29,31,54,56,61
2005-02-24,1414,22,26,44,56,78
2005-02-26,1415,17,19,30,42,73
2005-03-01,1416,2,34,54,60,72
2005-03-03,1417,8,36,46,65,78
2005-03-05,1418,23,29,35,52,75
2005-03-08,1419,11,46,49,64,69
2005-03-10,1420,4,59,61,69,71
2005-03-12,1421,13,52,54,61,70
2005-03-15,1422,3,8,10,14,63
2005-03-17,1423,12,14,23,49,63
2005-03-19,1424,3,21,32,54,66
2005-03-22,1425,1,11,18,29,76
2005-03-24,1426,3,38,44,46,73
2005-03-26,1427,26,38,40,48,79
2005-03-29,1428,4,70,73,76,80
2005-03-31,1429,29,36,47,70,77
2005-04-02,1430,14,26,43,51,76
2005-04-05,1431,4,8,35,48,69
2005-04-07,1432,15,23,25,30,37
2005-04-09,1433,4,31,58,65,66
2005-04-12,1434,4,13,16,35,67
2005-04-14,1435,4,15,17,56,59
2005-04-16,1436,3,53,54,60,62
2005-04-19,1437,3,12,26,54,62
2005-04-23,1438,5,15,30,68,79
2005-04-26,1439,13,15,31,39,63
2005-04-28,1440,10,16,18,52,59
2005-04-30,1441,3,11,49,53,61
2005-05-03,1442,11,42,45,73,77
2005-05-05,1443,9,19,21,38,58
2005-05-07,1444,29,51,62,69,75
